,id,ingredient_list,cuisine,ingredient_string
4558,Pasta-with-Spinach-Tomatoes-and-Parmesan-Cheese-1209178,"[gluten-free pasta, extra-virgin olive oil, garlic cloves, baby spinach, tomatoes, grated romano cheese, grated parmesan cheese, sea salt, ground black pepper]",Italian,gluten free pasta extra virgin olive oil garlic clove baby spinach tomato grated romano cheese grated parmesan cheese sea salt ground black pepper
4559,Slow-Cooker-Garlic-Chicken-with-Couscous-Martha-Stewart-260123,"[chicken, coarse salt, ground pepper, extra-virgin olive oil, yellow onion, garlic cloves, dried thyme, dry white wine, all-purpose flour, couscous, fresh parsley]",Italian,chicken coarse salt ground pepper extra virgin olive oil yellow onion garlic clove dried thyme dry white wine all purpose flour couscous fresh parsley
4560,Shrimp-alla-Marinara-1031654,"[extra-virgin olive oil, garlic cloves, large shrimp, salt, marinara sauce, fresh basil leaves, flat leaf parsley]",Italian,extra virgin olive oil garlic clove large shrimp salt marinara sauce fresh basil leaf flat leaf parsley
4561,Spaghetti-with-Garlic-Three-Ways-Martha-Stewart-241228,"[spaghetti, extra-virgin olive oil, garlic cloves, pasta water, romano cheese, cracked black pepper]",Italian,spaghetti extra virgin olive oil garlic clove pasta water romano cheese cracked black pepper
4562,Baked-chicken-saltimbocca-300051,"[boneless skinless chicken breast halves, eggs, fresh breadcrumbs, prosciutto, bertolli vineyard premium collect marinara with burgundi wine sauc, shredded mozzarella cheese, spaghetti, cook and drain]",Italian,boneless skinless chicken breast half egg fresh breadcrumb prosciutto bertolli vineyard premium collect marinara with burgundi wine sauc shredded mozzarella cheese spaghetti cook and drain
4563,Pasta-with-Fresh-Tomatoes-and-Pine-Nuts-Martha-Stewart,"[coarse salt, ground pepper, tomatoes, garlic cloves, olive oil, angel hair, pinenuts]",Italian,coarse salt ground pepper tomato garlic clove olive oil angel hair pinenuts
4564,Pumpkin-Ricotta-Gnocchi-Simply-Recipes-200941,"[cooked pumpkin, ricotta, large eggs, kosher salt, parmesan cheese, cake flour, fresh sage, unsalted butter, black pepper, truffle salt]",Italian,cooked pumpkin ricotta large egg kosher salt parmesan cheese cake flour fresh sage unsalted butter black pepper truffle salt
4565,Linguine-with-Lemon-Cream-Sauce-Martha-Stewart-193280,"[coarse salt, ground pepper, linguine, extra-virgin olive oil, shallots, heavy cream, lemon juice, grated lemon zest]",Italian,coarse salt ground pepper linguine extra virgin olive oil shallot heavy cream lemon juice grated lemon zest
4566,Baked-Italian-Meatballs-1407628,"[ground pork, fresh breadcrumbs, eggs, finely chopped fresh parsley, tomato sauce, mozzarella cheese]",Italian,ground pork fresh breadcrumb egg finely chopped fresh parsley tomato sauce mozzarella cheese
4567,Spaghetti-_-No-Cook-Tomato-Sauce-1680335,"[cherry tomatoes, zucchini, beefsteak tomatoes, basil, pinenuts, garlic, red pepper flakes, salt, spaghetti, olive oil, parmesan cheese]",Italian,cherry tomato zucchini beefsteak tomato basil pinenuts garlic red pepper flake salt spaghetti olive oil parmesan cheese
4568,Italian-Spaghetti-and-Meatballs-1290346,"[eggs, dry bread crumbs, pasta sauce, lean ground beef, garlic cloves, salt, fresh parsley, parmesan cheese, spaghetti]",Italian,egg dry bread crumb pasta sauce lean ground beef garlic clove salt fresh parsley parmesan cheese spaghetti
4569,Lasagne-544466,"[olive oil, celery sticks, carrots, onions, garlic cloves, rosemary, beef, minced pork, red wine, canned tomatoes, beef stock, salt, ground black pepper, whole milk, bay leaves, grated nutmeg, butter, plain flour, pasta, mozzarella cheese, grated parmesan cheese]",Italian,olive oil celery stick carrot onion garlic clove rosemary beef minced pork red wine canned tomato beef stock salt ground black pepper whole milk bay leaf grated nutmeg butter plain flour pasta mozzarella cheese grated parmesan cheese
4570,Spaghetti-with-Tempeh-Sausage-Marinara-and-Artichokes-1678563,"[tempeh, vegetable broth, soy sauce, olive oil, onions, garlic cloves, fennel seeds, dried basil, dried oregano, fresh sage, garlic powder, crushed red pepper flakes, frozen artichoke hearts, tomato purée, black olives, whole grain pasta]",Italian,tempeh vegetable broth soy sauce olive oil onion garlic clove fennel seed dried basil dried oregano fresh sage garlic powder crushed red pepper flake frozen artichoke heart tomato pur e black olive whole grain pasta
4571,Chicken-Piccata-968345,"[boneless skinless chicken breast halves, freshly ground pepper, salt, all-purpose flour, olive oil, unsalted butter, garlic, dry vermouth, fresh lemon juice, chicken broth, capers, flat leaf parsley]",Italian,boneless skinless chicken breast half freshly ground pepper salt all purpose flour olive oil unsalted butter garlic dry vermouth fresh lemon juice chicken broth caper flat leaf parsley
4572,Italian-Sausage-and-Basil-Pizza_-1314799,"[pizza crust, ground Italian sausage, fresh basil, purple onion, extra-virgin olive oil, shredded mozzarella cheese, italian seasoning]",Italian,pizza crust ground italian sausage fresh basil purple onion extra virgin olive oil shredded mozzarella cheese italian seasoning
4573,Four-Cheese-Italian-Lasagna-with-Bolognese-Sauce-1611275,"[lasagna noodles, pasta sauce, ricotta cheese, cream cheese, eggs, parsley flakes, shredded mozzarella cheese, grated parmesan cheese, ground beef, onions, garlic, olive oil, Italian seasoned diced tomatoes, tomato sauce, tomato paste, fennel seeds, italian seasoning, salt, pepper, bay leaves]",Italian,lasagna noodle pasta sauce ricotta cheese cream cheese egg parsley flake shredded mozzarella cheese grated parmesan cheese ground beef onion garlic olive oil italian seasoned diced tomato tomato sauce tomato paste fennel seed italian seasoning salt pepper bay leaf
4574,Italian-chicken-rollatini-297480,"[boneless skinless chicken breast halves, shredded mozzarella cheese, bacon, crisp-cooked and crumbled, eggs, fresh breadcrumbs, Bertolli® Classico Olive Oil, bertolli vineyard premium collect marinara with burgundi wine sauc, chicken broth, linguine]",Italian,boneless skinless chicken breast half shredded mozzarella cheese bacon crisp cooked and crumbled egg fresh breadcrumb bertolli classico olive oil bertolli vineyard premium collect marinara with burgundi wine sauc chicken broth linguine
4575,Slow-Cooker-Chicken-Cacciatore-Allrecipes,"[boneless skinless chicken breast halves, pasta sauce, green bell pepper, fresh mushrooms, onions, minced garlic]",Italian,boneless skinless chicken breast half pasta sauce green bell pepper fresh mushroom onion minced garlic
4576,Rigatoni-Pizza-Skillet-1592235,"[rigatoni, olive oil, chopped onion, bell pepper, garlic, pepperoni slices, italian seasoning, red pepper flakes, prepared pasta sauce, salt, pepper, grated parmesan cheese, mozzarella cheese, basil]",Italian,rigatoni olive oil chopped onion bell pepper garlic pepperoni slice italian seasoning red pepper flake prepared pasta sauce salt pepper grated parmesan cheese mozzarella cheese basil
4577,Slow-Cooker-Cheesy-Sausage-Tortellini-1504741,"[sausage casings, marinara sauce, diced tomatoes, refrigerated tortellini, shredded mozzarella cheese, shredded parmesan cheese, chopped parsley]",Italian,sausage casing marinara sauce diced tomato refrigerated tortellini shredded mozzarella cheese shredded parmesan cheese chopped parsley
4578,Carbonara-Sauce-1528258,"[spaghetti, large eggs, grated parmesan cheese, grated pecorino, guanciale, garlic cloves, olive oil, salt, black pepper]",Italian,spaghetti large egg grated parmesan cheese grated pecorino guanciale garlic clove olive oil salt black pepper
4579,Easy-Italian-Shrimp-Tortellini-Bake-1023622,"[jumbo shrimp, whole wheat cheese tortellini, marinara sauce, shredded mozzarella cheese, parmesan cheese, extra-virgin olive oil, salt, pepper, chopped parsley]",Italian,jumbo shrimp whole wheat cheese tortellini marinara sauce shredded mozzarella cheese parmesan cheese extra virgin olive oil salt pepper chopped parsley
4580,Tuna-and-tomato-pasta-349689,"[extra-virgin olive oil, garlic, flat leaf parsley, crushed tomatoes, salt, pepper, butter, tuna packed in olive oil, pasta shells]",Italian,extra virgin olive oil garlic flat leaf parsley crushed tomato salt pepper butter tuna packed in olive oil pasta shell
4581,Pasta-with-Baby-Spinach_-Tomatoes-and-Italian-Sausage-1384064,"[rigatoni, extra-virgin olive oil, baby spinach, italian sausage, cherry tomatoes, salt, pepper]",Italian,rigatoni extra virgin olive oil baby spinach italian sausage cherry tomato salt pepper
4582,Mozzarella-Stuffed-Italian-Mini-Meatloaves-749616,"[large eggs, milk, quick-cooking oats, italian seasoning, kosher salt, black pepper, onions, lean ground beef, cheese, ketchup, brown sugar, yellow mustard]",Italian,large egg milk quick cooking oat italian seasoning kosher salt black pepper onion lean ground beef cheese ketchup brown sugar yellow mustard
4583,Rich-and-Creamy-Tomato-Basil-Pasta-1579775,"[pasta, olive oil, minced garlic, kosher salt, dried oregano, crushed red pepper flakes, cherry tomatoes, white wine, crushed tomatoes, heavy cream, grated parmesan cheese, fresh basil, parmesan cheese]",Italian,pasta olive oil minced garlic kosher salt dried oregano crushed red pepper flake cherry tomato white wine crushed tomato heavy cream grated parmesan cheese fresh basil parmesan cheese
4584,Creamy-braised-chicken-with-pappardelle-307900,"[boneless skinless chicken thighs, olive oil, yellow onion, garlic cloves, dry white wine, chicken stock, heavy cream, grated lemon zest, pappardelle, kosher salt, freshly ground pepper, herbs]",Italian,boneless skinless chicken thigh olive oil yellow onion garlic clove dry white wine chicken stock heavy cream grated lemon zest pappardelle kosher salt freshly ground pepper herb
4585,Slow-Cooker-Spinach-Alfredo-Lasagna-1519299,"[frozen chopped spinach, shredded Italian cheese, Alfredo sauce, lasagna noodles, cooked chicken, shredded parmesan cheese, medium tomatoes]",Italian,frozen chopped spinach shredded italian cheese alfredo sauce lasagna noodle cooked chicken shredded parmesan cheese medium tomato
4586,Sausage-and-Ricotta-Pizza-1617390,"[sausages, boboli, whole wheat pizza crust, pizza sauce, crushed red pepper flakes, mozzarella cheese, part-skim ricotta cheese, fresh basil, italian seasoning]",Italian,sausage boboli whole wheat pizza crust pizza sauce crushed red pepper flake mozzarella cheese part skim ricotta cheese fresh basil italian seasoning
4587,Easy-Spinach-and-Tomato-Tortellini-1283088,"[tortellini, cream, plain flour, olive oil, garlic cloves, crushed garlic, crushed tomatoes, baby spinach leaves, dried oregano, dried basil, parmesan cheese, salt, pepper]",Italian,tortellini cream plain flour olive oil garlic clove crushed garlic crushed tomato baby spinach leaf dried oregano dried basil parmesan cheese salt pepper
4588,Sausage-and-Mushroom-Stromboli-684603,"[extra-virgin olive oil, sweet italian sausage, pizza doughs, marinara sauce, cremini mushrooms, part-skim mozzarella cheese, pecorino romano cheese]",Italian,extra virgin olive oil sweet italian sausage pizza dough marinara sauce cremini mushroom part skim mozzarella cheese pecorino romano cheese
4589,Slow-Cooker-Lasagna-1452249,"[ground Italian sausage, pasta sauce, oven-ready lasagna noodles, part-skim ricotta cheese, shredded mozzarella cheese, grated parmesan cheese, baby spinach, fresh basil]",Italian,ground italian sausage pasta sauce oven ready lasagna noodle part skim ricotta cheese shredded mozzarella cheese grated parmesan cheese baby spinach fresh basil
4590,Spinach-and-Cheese-Stuffed-Shells-759097,"[jumbo pasta shells, fresh spinach, ricotta cheese, large eggs, fresh basil, chopped fresh thyme, garlic, mozzarella cheese, parmesan cheese, ground black pepper, salt, marinara sauce, red pepper flakes]",Italian,jumbo pasta shell fresh spinach ricotta cheese large egg fresh basil chopped fresh thyme garlic mozzarella cheese parmesan cheese ground black pepper salt marinara sauce red pepper flake
4591,_Easy-Anytime-Dinner_-Chicken-Marsala-571533,"[boneless skinless chicken breasts, ground black pepper, salt, all-purpose flour, olive oil, mushrooms, butter, marsala wine, chicken stock, sherry wine, heavy cream, chopped parsley]",Italian,boneless skinless chicken breast ground black pepper salt all purpose flour olive oil mushroom butter marsala wine chicken stock sherry wine heavy cream chopped parsley
4592,Italian-Rice-Bake-1233151,"[cooked white rice, mild sausage, lean ground beef, parmesan cheese, shredded mozzarella cheese, marinara sauce, spices]",Italian,cooked white rice mild sausage lean ground beef parmesan cheese shredded mozzarella cheese marinara sauce spice
4593,Spaghetti-Aglio-e-Olio-1595758,"[extra-virgin olive oil, clove, pepper flakes, pinenuts, parsley, spaghetti, parmesan cheese, salt]",Italian,extra virgin olive oil clove pepper flake pinenuts parsley spaghetti parmesan cheese salt
4594,Chicken-Fettuccine-Alfredo-1561771,"[olive oil, boneless skinless chicken breasts, kosher salt, freshly ground black pepper, heavy cream, lemon zest, garlic cloves, red pepper flakes, fettuccine pasta, grated parmesan cheese, butter, fresh parsley]",Italian,olive oil boneless skinless chicken breast kosher salt freshly ground black pepper heavy cream lemon zest garlic clove red pepper flake fettuccine pasta grated parmesan cheese butter fresh parsley
4595,Stuffed-Pasta-Shells-TasteOfHome,"[shredded mozzarella cheese, ricotta cheese, frozen chopped spinach, jumbo pasta shells, pasta sauce]",Italian,shredded mozzarella cheese ricotta cheese frozen chopped spinach jumbo pasta shell pasta sauce
4596,Spinach-Lasagna-Roll-Ups-963924,"[whole milk, tomato sauce, frozen spinach, lasagna noodles, cream cheese, Hidden Valley® Original Ranch Salad® Dressing & Seasoning Mix, shredded mozzarella cheese]",Italian,whole milk tomato sauce frozen spinach lasagna noodle cream cheese hidden valley original ranch salad dressing seasoning mix shredded mozzarella cheese
4597,Baked-Mozzarella-and-Pesto-Chicken-1120461,"[chicken breasts, pesto, crushed garlic, mozzarella cheese]",Italian,chicken breast pesto crushed garlic mozzarella cheese
4598,Gnocchi-with-Kale-Martha-Stewart-194467,"[extra-virgin olive oil, kale, grated lemon zest, coarse salt, ground pepper]",Italian,extra virgin olive oil kale grated lemon zest coarse salt ground pepper
4599,Baked-Gnocchi-with-Spinach-and-Prosciutto-1407497,"[gnocchi, baby spinach, prosciutto, mascarpone, parmesan cheese]",Italian,gnocchi baby spinach prosciutto mascarpone parmesan cheese
4600,Pork-Saltimbocca-1617119,"[pork cutlets, prosciutto, sage leaves, all-purpose flour, extra-virgin olive oil, unsalted butter, white wine, lemon zest, parsley, kosher salt, freshly ground black pepper]",Italian,pork cutlet prosciutto sage leaf all purpose flour extra virgin olive oil unsalted butter white wine lemon zest parsley kosher salt freshly ground black pepper
4601,Italian-Sausage_-Peppers_-And-Onions-Allrecipes,"[sweet italian sausage, butter, yellow onion, purple onion, garlic, red bell pepper, green bell pepper, sliced, dried basil, dried oregano, white wine]",Italian,sweet italian sausage butter yellow onion purple onion garlic red bell pepper green bell pepper sliced dried basil dried oregano white wine
4602,Italian-Bowtie-Meatball-Stew-757837,"[chicken broth, diced tomatoes, italian seasoning, bow-tie pasta, frozen meatballs, frozen mixed vegetables]",Italian,chicken broth diced tomato italian seasoning bow tie pasta frozen meatball frozen mixed vegetable
4603,Chicken-Piccata-456666,"[boneless skinless chicken breast halves, freshly ground pepper, salt, all-purpose flour, olive oil, unsalted butter, shallots, dry white wine, fresh lemon juice, chicken broth, capers, flat leaf parsley]",Italian,boneless skinless chicken breast half freshly ground pepper salt all purpose flour olive oil unsalted butter shallot dry white wine fresh lemon juice chicken broth caper flat leaf parsley
4604,Chicken-Pasta-Carbonara-483253,"[linguine, thick-cut bacon, cooked chicken, eggs, heavy cream, shredded parmesan cheese, scallions]",Italian,linguine thick cut bacon cooked chicken egg heavy cream shredded parmesan cheese scallion
